-99.189363 146.685200
-142.792406 149.690464
-106.861475 166.589428
-132.224642 113.899049
-103.870376 149.308113
-63.946010 153.472635
-55.426576 136.752565
-72.227780 135.658339
-92.355148 -175.209701
-67.451034 171.980988
-86.035116 162.564741
-78.552074 169.898858
-69.241481 149.228269
-79.261546 158.539906
-65.644681 162.929087
-132.193000 134.668694
-120.578122 142.805342
-65.940377 141.406471
-116.274617 170.404453
-84.756280 157.919533
-64.691948 154.655756
-87.326012 157.470444
-80.094085 148.884790
-73.844633 126.464656
-146.669859 172.057216
-93.280910 152.406904
-77.656144 144.512815
-71.196625 149.625709
-76.869994 162.828576
-60.413139 135.050685
-117.952034 171.335649
-77.503829 155.859247
-66.607918 171.777773
-67.077944 -177.715392
-79.205320 82.274717
-90.113084 -8.809910
-98.485679 -26.099097
-70.744527 -5.937099
-150.659724 -19.482447
-102.479383 -19.611171
-80.021596 135.844108
-83.816333 108.243991
-54.426154 155.617723
-78.569751 166.288318
-79.453853 164.674078
-74.281503 -175.461131
-86.666950 -170.869276
-125.774188 148.521734
-143.859781 145.861033
-66.799515 161.051248
-91.682406 -172.998748
-71.682464 129.855447
-74.265740 114.837311
-89.012069 150.834130
-85.277588 121.274023
-70.169998 141.607247
-54.758281 107.503423
-83.704791 167.616456
-91.339461 -171.237429
-85.874707 -8.975622
-67.458851 -32.507555
-73.641236 -34.522519
-45.823613 -42.846493
-126.268261 -8.553799
-73.406100 -43.391573
-92.923156 6.055035
-98.497204 -30.868287
-95.752313 -17.645166
-75.115463 -7.368000
-69.705788 -30.173773
-74.851746 -4.563692
-72.070903 -20.794149
-82.496817 -16.206477
-72.648818 -21.409870
-77.364202 -44.411532
-120.622415 44.887124
-83.229316 -12.863127
-86.389718 -13.394178
-88.855658 47.281626
-68.660082 57.532611
-58.860441 175.761562
-68.833035 149.264822
-57.503838 161.773611
-70.065018 147.485615
-75.364912 158.524954
-77.882139 172.329316
-63.144003 143.079985
-101.268622 139.653277
-63.163259 148.105242
-97.725464 167.046464
-118.776923 147.593350
-148.534670 -179.478355
-153.875744 152.412617
-73.563590 145.327062
-134.374753 163.021867
-91.051149 151.748798
-74.954103 170.969513
-61.745455 142.391994
-74.850661 144.365075
-90.172567 154.317242
-67.994713 159.662724
-50.680144 144.914274
-70.854635 179.645060
-61.662196 127.805140
-74.365561 145.634171
-77.532637 135.108061
-95.833797 156.519171
-86.044642 -176.722089
-65.161758 136.642102
-61.901764 167.143309
-65.292198 162.822246
-49.804183 154.845042
-78.725024 153.285743
-60.851129 121.928089
-79.632161 171.732934
-138.817429 164.181293
-76.162041 159.943963
-85.614640 155.836306
-65.576948 140.953104
-127.421979 154.850186
-95.062827 169.188352
-89.662786 173.182864
-75.408591 150.957955
-55.740191 159.043241
-66.755341 159.589009
-69.523442 92.065153
-49.350387 146.982366
-66.871034 158.118655
-85.984007 167.172992
-138.026653 143.890809
-76.696303 177.851290
-70.458620 177.500785
-58.933112 162.328069
-66.726893 145.390832
-71.622836 121.124438
-81.961317 168.167769
-116.019187 150.101955
-153.648963 154.831600
-147.882261 171.382733
-80.804502 153.849050
-66.449216 157.201687
-71.769440 128.990864
-87.282595 145.747718
-101.021661 177.304383
-76.382044 149.855734
-59.750819 140.074136
-72.344998 86.092940
-93.860487 152.047352
-77.680929 158.972465
-68.474975 168.102357
-156.619409 176.606414
-130.355812 142.375044
-64.267915 147.560234
-103.150906 179.368284
-79.677313 159.200352
-76.684805 163.540144
-72.862708 155.501385
-60.887618 132.594731
-64.830492 169.752499
-79.581418 161.044121
-111.144033 145.460449
-113.315197 124.534662
